0.000000000000000000e+00 1.000000000000000000e+00 2.396999999999999797e+00 8.489999999999999769e-01
4.599999999999999922e-03 1.000000000000000000e+00 2.391999999999999904e+00 8.930000000000000160e-01
9.900000000000000813e-03 1.000000000000000000e+00 2.392999999999999794e+00 8.699999999999999956e-01
1.439999999999999961e-02 1.000000000000000000e+00 2.391999999999999904e+00 8.529999999999999805e-01
1.940000000000000058e-02 1.000000000000000000e+00 2.395000000000000018e+00 8.980000000000000204e-01
2.390000000000000110e-02 1.000000000000000000e+00 2.395000000000000018e+00 8.509999999999999787e-01
2.939999999999999905e-02 1.000000000000000000e+00 2.395000000000000018e+00 9.200000000000000400e-01
3.440000000000000002e-02 1.000000000000000000e+00 2.392999999999999794e+00 8.900000000000000133e-01
3.860000000000000236e-02 1.000000000000000000e+00 2.395000000000000018e+00 9.350000000000000533e-01
4.390000000000000152e-02 1.000000000000000000e+00 2.395000000000000018e+00 8.910000000000000142e-01
4.850000000000000144e-02 1.000000000000000000e+00 2.395000000000000018e+00 8.689999999999999947e-01
5.349999999999999895e-02 1.000000000000000000e+00 2.395000000000000018e+00 9.110000000000000320e-01
5.859999999999999931e-02 1.000000000000000000e+00 2.391999999999999904e+00 8.739999999999999991e-01
6.300000000000000044e-02 1.000000000000000000e+00 2.391999999999999904e+00 8.589999999999999858e-01
6.800000000000000488e-02 1.000000000000000000e+00 2.392999999999999794e+00 9.270000000000000462e-01
7.340000000000000691e-02 1.000000000000000000e+00 2.395000000000000018e+00 8.719999999999999973e-01
7.779999999999999416e-02 1.000000000000000000e+00 2.395000000000000018e+00 9.429999999999999494e-01
8.279999999999999860e-02 1.000000000000000000e+00 2.395000000000000018e+00 8.940000000000000169e-01
8.809999999999999776e-02 1.000000000000000000e+00 2.391999999999999904e+00 8.529999999999999805e-01
9.249999999999999889e-02 1.000000000000000000e+00 2.395000000000000018e+00 9.170000000000000373e-01
9.750000000000000333e-02 1.000000000000000000e+00 2.392999999999999794e+00 8.880000000000000115e-01
1.024999999999999939e-01 1.000000000000000000e+00 2.395000000000000018e+00 9.300000000000000488e-01
1.074999999999999983e-01 1.000000000000000000e+00 2.392999999999999794e+00 8.960000000000000187e-01
1.125000000000000028e-01 1.000000000000000000e+00 2.392999999999999794e+00 8.820000000000000062e-01
1.183000000000000024e-01 1.000000000000000000e+00 2.391999999999999904e+00 9.429999999999999494e-01
1.227000000000000035e-01 1.000000000000000000e+00 2.395000000000000018e+00 8.940000000000000169e-01
1.277999999999999969e-01 1.000000000000000000e+00 2.396999999999999797e+00 8.770000000000000018e-01
1.328000000000000014e-01 1.000000000000000000e+00 2.392999999999999794e+00 8.509999999999999787e-01
1.378000000000000058e-01 1.000000000000000000e+00 2.392999999999999794e+00 9.110000000000000320e-01
