1.000000000000000048e-04 1.000000000000000000e+00 7.399999999999999634e-02 6.029999999999999805e-01
5.599999999999999943e-03 1.000000000000000000e+00 7.299999999999999545e-02 5.719999999999999529e-01
1.009999999999999960e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.370000000000000329e-01
1.549999999999999989e-02 1.000000000000000000e+00 7.099999999999999367e-02 6.330000000000000071e-01
1.990000000000000102e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.849999999999999645e-01
2.529999999999999957e-02 1.000000000000000000e+00 7.299999999999999545e-02 5.610000000000000542e-01
3.030000000000000054e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.450000000000000400e-01
3.429999999999999716e-02 1.000000000000000000e+00 6.900000000000000577e-02 6.320000000000000062e-01
3.939999999999999752e-02 1.000000000000000000e+00 7.299999999999999545e-02 5.909999999999999698e-01
4.440000000000000197e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.610000000000000542e-01
4.939999999999999947e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.460000000000000409e-01
5.460000000000000270e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.330000000000000293e-01
5.870000000000000218e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.999999999999999778e-01
6.429999999999999605e-02 1.000000000000000000e+00 6.800000000000000488e-02 5.639999999999999458e-01
6.850000000000000533e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.480000000000000426e-01
7.359999999999999876e-02 1.000000000000000000e+00 7.099999999999999367e-02 6.320000000000000062e-01
7.910000000000000364e-02 1.000000000000000000e+00 7.299999999999999545e-02 5.849999999999999645e-01
8.309999999999999332e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.639999999999999458e-01
8.840000000000000635e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.370000000000000329e-01
9.299999999999999933e-02 1.000000000000000000e+00 6.900000000000000577e-02 6.109999999999999876e-01
9.810000000000000664e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.789999999999999591e-01
1.026999999999999996e-01 1.000000000000000000e+00 7.099999999999999367e-02 5.580000000000000515e-01
1.082000000000000045e-01 1.000000000000000000e+00 6.900000000000000577e-02 5.350000000000000311e-01
1.132999999999999979e-01 1.000000000000000000e+00 6.900000000000000577e-02 6.109999999999999876e-01
1.190999999999999975e-01 1.000000000000000000e+00 6.900000000000000577e-02 5.819999999999999618e-01
1.233000000000000068e-01 1.000000000000000000e+00 7.099999999999999367e-02 5.510000000000000453e-01
1.283999999999999864e-01 1.000000000000000000e+00 6.900000000000000577e-02 5.350000000000000311e-01
1.328999999999999904e-01 1.000000000000000000e+00 7.099999999999999367e-02 6.300000000000000044e-01
1.383999999999999952e-01 1.000000000000000000e+00 7.099999999999999367e-02 5.899999999999999689e-01
1.436000000000000054e-01 1.000000000000000000e+00 6.900000000000000577e-02 5.560000000000000497e-01
1.481000000000000094e-01 1.000000000000000000e+00 7.099999999999999367e-02 5.400000000000000355e-01
1.526000000000000134e-01 1.000000000000000000e+00 7.099999999999999367e-02 6.320000000000000062e-01
1.580999999999999905e-01 1.000000000000000000e+00 7.299999999999999545e-02 5.909999999999999698e-01
1.622000000000000108e-01 1.000000000000000000e+00 6.900000000000000577e-02 5.530000000000000471e-01
1.675999999999999990e-01 1.000000000000000000e+00 7.099999999999999367e-02 5.430000000000000382e-01
