0.000000000000000000e+00 1.000000000000000000e+00 7.399999999999999634e-02 5.849999999999999645e-01
4.799999999999999580e-03 1.000000000000000000e+00 6.900000000000000577e-02 5.530000000000000471e-01
1.000000000000000021e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.450000000000000400e-01
1.450000000000000074e-02 1.000000000000000000e+00 7.099999999999999367e-02 6.219999999999999973e-01
1.969999999999999876e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.819999999999999618e-01
2.419999999999999929e-02 1.000000000000000000e+00 7.299999999999999545e-02 5.639999999999999458e-01
2.970000000000000070e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.450000000000000400e-01
3.370000000000000079e-02 1.000000000000000000e+00 6.900000000000000577e-02 6.109999999999999876e-01
3.880000000000000115e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.719999999999999529e-01
4.429999999999999910e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.540000000000000480e-01
4.850000000000000144e-02 1.000000000000000000e+00 7.099999999999999367e-02 6.239999999999999991e-01
5.399999999999999939e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.799999999999999600e-01
5.829999999999999766e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.530000000000000471e-01
6.339999999999999802e-02 1.000000000000000000e+00 7.099999999999999367e-02 6.330000000000000071e-01
6.850000000000000533e-02 1.000000000000000000e+00 6.800000000000000488e-02 5.769999999999999574e-01
7.299999999999999545e-02 1.000000000000000000e+00 6.800000000000000488e-02 5.460000000000000409e-01
7.799999999999999989e-02 1.000000000000000000e+00 7.099999999999999367e-02 5.320000000000000284e-01
8.309999999999999332e-02 1.000000000000000000e+00 6.900000000000000577e-02 6.009999999999999787e-01
8.759999999999999731e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.610000000000000542e-01
9.270000000000000462e-02 1.000000000000000000e+00 6.900000000000000577e-02 5.420000000000000373e-01
9.779999999999999805e-02 1.000000000000000000e+00 6.800000000000000488e-02 6.089999999999999858e-01
1.023000000000000020e-01 1.000000000000000000e+00 7.299999999999999545e-02 5.709999999999999520e-01
1.078000000000000069e-01 1.000000000000000000e+00 6.600000000000000311e-02 5.719999999999999529e-01
